"279792"	"Petrous Bone"			"D010579"		"Petrous Bone"			
"279793"	"Peutz-Jeghers Syndrome"			"D010580"		"Peutz-Jeghers Syndrome"			
"279794"	"Peyer's Patches"			"D010581"		"Peyer's Patches"			
"279795"	"Bacteriophage lambda"			"D010582"		"Bacteriophage lambda"			
"279796"	"Bacteriophage mu"			"D010583"		"Bacteriophage mu"			
"279797"	"Bacteriophage phi X 174"			"D010584"		"Bacteriophage phi X 174"			
"279798"	"Phagocyte Bactericidal Dysfunction"			"D010585"		"Phagocyte Bactericidal Dysfunction"			
"279799"	"Phagocytes"			"D010586"		"Phagocytes"			
"279800"	"Phagocytosis"			"D010587"		"Phagocytosis"			
"279801"	"Phagosomes"			"D010588"		"Phagosomes"			
"279802"	"Phalloidine"			"D010590"		"Phalloidine"			
"279803"	"Phantom Limb"			"D010591"		"Phantom Limb"			
"279804"	"Pharmaceutic Aids"			"D010592"		"Pharmaceutic Aids"			
"279805"	"Pharmaceutical Services"			"D010593"		"Pharmaceutical Services"			
"279806"	"Pharmacies"			"D010594"		"Pharmacies"			
"279807"	"Pharmacists"			"D010595"		"Pharmacists"			
"279808"	"Pharmacy Technicians"			"D010596"		"Pharmacy Technicians"			
"279809"	"Pharmacogenetics"			"D010597"		"Pharmacogenetics"			
"279810"	"Pharmacognosy"			"D010598"		"Pharmacognosy"			
"279811"	"Pharmacokinetics"			"D010599"		"Pharmacokinetics"			
"279812"	"Pharmacology"			"D010600"		"Pharmacology"			
"279813"	"Pharmacology, Clinical"			"D010601"		"Pharmacology, Clinical"			
"279814"	"Pharmacopoeias as Topic"			"D010602"		"Pharmacopoeias as Topic"			
"279815"	"Pharmacopoeias, Homeopathic"			"D010603"		"Pharmacopoeias, Homeopathic"			
"279816"	"Pharmacy"			"D010604"		"Pharmacy"			
"279817"	"Pharmacy Administration"			"D010605"		"Pharmacy Administration"			
"279818"	"Pharmacy and Therapeutics Committee"			"D010606"		"Pharmacy and Therapeutics Committee"			
"279819"	"Pharmacy Service, Hospital"			"D010607"		"Pharmacy Service, Hospital"			
"279820"	"Pharyngeal Diseases"			"D010608"		"Pharyngeal Diseases"			
"279821"	"Pharyngeal Muscles"			"D010609"		"Pharyngeal Muscles"			
"279822"	"Pharyngeal Neoplasms"			"D010610"		"Pharyngeal Neoplasms"			
"279823"	"Pharyngectomy"			"D010611"		"Pharyngectomy"			
"279824"	"Pharyngitis"			"D010612"		"Pharyngitis"			
"279825"	"Pharyngostomy"			"D010613"		"Pharyngostomy"			
"279826"	"Pharynx"			"D010614"		"Pharynx"			
"279827"	"Phenacetin"			"D010615"		"Phenacetin"			
"279828"	"Phenanthrenes"			"D010616"		"Phenanthrenes"			
"279829"	"Phenanthridines"			"D010617"		"Phenanthridines"			
"279830"	"Phenanthrolines"			"D010618"		"Phenanthrolines"			
"279831"	"Phenazines"			"D010619"		"Phenazines"			
"279832"	"Phenazocine"			"D010620"		"Phenazocine"			
"279833"	"Phenazopyridine"			"D010621"		"Phenazopyridine"			
"279834"	"Phencyclidine"			"D010622"		"Phencyclidine"			
"279835"	"Phencyclidine Abuse"			"D010623"		"Phencyclidine Abuse"			
"279836"	"Phenelzine"			"D010624"		"Phenelzine"			
"279837"	"Phenylethanolamine N-Methyltransferase"			"D010625"		"Phenylethanolamine N-Methyltransferase"			
"279838"	"Phenylethyl Alcohol"			"D010626"		"Phenylethyl Alcohol"			
"279839"	"Phenethylamines"			"D010627"		"Phenethylamines"			
"279840"	"Phenetidine"			"D010628"		"Phenetidine"			
"279841"	"Phenformin"			"D010629"		"Phenformin"			
"279842"	"Phenindione"			"D010630"		"Phenindione"			
"279843"	"Pheniramine"			"D010632"		"Pheniramine"			
"279844"	"Phenmetrazine"			"D010633"		"Phenmetrazine"			
"279845"	"Phenobarbital"			"D010634"		"Phenobarbital"			
"279846"	"Phenolphthaleins"			"D010635"		"Phenolphthaleins"			
"279847"	"Phenols"			"D010636"		"Phenols"			
"279848"	"Phenolsulfonphthalein"			"D010637"		"Phenolsulfonphthalein"			
"279849"	"Phenoperidine"			"D010638"		"Phenoperidine"			
"279850"	"Phenothiazines"			"D010640"		"Phenothiazines"			
"279851"	"Phenotype"			"D010641"		"Phenotype"			
"279852"	"Phenoxyacetates"			"D010642"		"Phenoxyacetates"			
"279853"	"Phenoxybenzamine"			"D010643"		"Phenoxybenzamine"			
"279854"	"Phenprocoumon"			"D010644"		"Phenprocoumon"			
"279855"	"Phentermine"			"D010645"		"Phentermine"			
"279856"	"Phentolamine"			"D010646"		"Phentolamine"			
"279857"	"Phenyl Ethers"			"D010647"		"Phenyl Ethers"			
"279858"	"Phenylacetates"			"D010648"		"Phenylacetates"			
"279859"	"Phenylalanine"			"D010649"		"Phenylalanine"			
"279860"	"Phenylalanine Ammonia-Lyase"			"D010650"		"Phenylalanine Ammonia-Lyase"			
"279861"	"Phenylalanine Hydroxylase"			"D010651"		"Phenylalanine Hydroxylase"			
"279862"	"Phenylalanine-tRNA Ligase"			"D010652"		"Phenylalanine-tRNA Ligase"			
"279863"	"Phenylbutazone"			"D010653"		"Phenylbutazone"			
"279864"	"Phenylbutyrates"			"D010654"		"Phenylbutyrates"			
"279865"	"Phenylenediamines"			"D010655"		"Phenylenediamines"			
"279866"	"Phenylephrine"			"D010656"		"Phenylephrine"			
"279867"	"Phenylethylmalonamide"			"D010657"		"Phenylethylmalonamide"			
"279868"	"Phenylglyoxal"			"D010658"		"Phenylglyoxal"			
"279869"	"Phenylhydrazines"			"D010659"		"Phenylhydrazines"			
"279870"	"Phenylisopropyladenosine"			"D010660"		"Phenylisopropyladenosine"			
"279871"	"Phenylketonurias"			"D010661"		"Phenylketonurias"			
"279872"	"Phenylmercuric Acetate"			"D010662"		"Phenylmercuric Acetate"			
"279873"	"Phenylmercury Compounds"			"D010663"		"Phenylmercury Compounds"			
"279874"	"Phenylmethylsulfonyl Fluoride"			"D010664"		"Phenylmethylsulfonyl Fluoride"			
"279875"	"Phenylpropanolamine"			"D010665"		"Phenylpropanolamine"			
"279876"	"Phenylpropionates"			"D010666"		"Phenylpropionates"			
"279877"	"Phenylpyruvic Acids"			"D010667"		"Phenylpyruvic Acids"			
"279878"	"Phenylthiazolylthiourea"			"D010668"		"Phenylthiazolylthiourea"			
"279879"	"Phenylthiohydantoin"			"D010669"		"Phenylthiohydantoin"			
"279880"	"Phenylthiourea"			"D010670"		"Phenylthiourea"			
"279881"	"Phenylurea Compounds"			"D010671"		"Phenylurea Compounds"			
"279882"	"Phenytoin"			"D010672"		"Phenytoin"			
"279883"	"Pheochromocytoma"			"D010673"		"Pheochromocytoma"			
"279884"	"Pheophytins"			"D010674"		"Pheophytins"			
"279885"	"Pheromones"			"D010675"		"Pheromones"			
"279886"	"Phialophora"			"D010676"		"Phialophora"			
"279887"	"Philadelphia Chromosome"			"D010677"		"Philadelphia Chromosome"			
"279888"	"Philately"			"D010678"		"Philately"			
"279889"	"Philippines"			"D010679"		"Philippines"			
"279890"	"Philology"			"D010680"		"Philology"			
"279891"	"Philology, Classical"			"D010681"		"Philology, Classical"			
"279892"	"Philology, Oriental"			"D010682"		"Philology, Oriental"			
"279893"	"Philology, Romance"			"D010683"		"Philology, Romance"			
"279894"	"Philosophy"			"D010684"		"Philosophy"			
"279895"	"Philosophy, Dental"			"D010685"		"Philosophy, Dental"			
"279896"	"Philosophy, Medical"			"D010686"		"Philosophy, Medical"			
"279897"	"Philosophy, Nursing"			"D010687"		"Philosophy, Nursing"			
"279898"	"Phimosis"			"D010688"		"Phimosis"			
"279899"	"Phlebitis"			"D010689"		"Phlebitis"			
"279900"	"Phlebography"			"D010690"		"Phlebography"			
"279901"	"Phlebotomus"			"D010691"		"Phlebotomus"			
"279902"	"Phleomycins"			"D010692"		"Phleomycins"			
"279903"	"Phloretin"			"D010693"		"Phloretin"			
"279904"	"Lactase-Phlorizin Hydrolase"			"D010694"		"Lactase-Phlorizin Hydrolase"			
"279905"	"Phlorhizin"			"D010695"		"Phlorhizin"			
"279906"	"Phloroglucinol"			"D010696"		"Phloroglucinol"			
"279907"	"Eosine I Bluish"			"D010697"		"Eosine I Bluish"			
"279908"	"Phobic Disorders"			"D010698"		"Phobic Disorders"			
"279909"	"Phonation"			"D010699"		"Phonation"			
"279910"	"Phonetics"			"D010700"		"Phonetics"			
"279911"	"Phonocardiography"			"D010701"		"Phonocardiography"			
"279912"	"Phorate"			"D010702"		"Phorate"			
"279913"	"Phorbol Esters"			"D010703"		"Phorbol Esters"			
"279914"	"Phorbols"			"D010704"		"Phorbols"			
"279915"	"Phosgene"			"D010705"		"Phosgene"			
"279916"	"Phosmet"			"D010706"		"Phosmet"			
"279917"	"Phosphamidon"			"D010707"		"Phosphamidon"			
"279918"	"Phosphate Acetyltransferase"			"D010709"		"Phosphate Acetyltransferase"			
"279919"	"Phosphates"			"D010710"		"Phosphates"			
"279920"	"Phosphatidate Phosphatase"			"D010711"		"Phosphatidate Phosphatase"			
"279921"	"Phosphatidic Acids"			"D010712"		"Phosphatidic Acids"			
"279922"	"Phosphatidylcholines"			"D010713"		"Phosphatidylcholines"			
"279923"	"Plants, Medicinal"			"D010946"		"Plants, Medicinal"			
"279924"	"Phosphatidylethanolamines"			"D010714"		"Phosphatidylethanolamines"			
"279925"	"Phosphatidylglycerols"			"D010715"		"Phosphatidylglycerols"			
"279926"	"Phosphatidylinositols"			"D010716"		"Phosphatidylinositols"			
"279927"	"CDPdiacylglycerol-Serine O-Phosphatidyltransferase"			"D010717"		"CDPdiacylglycerol-Serine O-Phosphatidyltransferase"			
"279928"	"Phosphatidylserines"			"D010718"		"Phosphatidylserines"			
"279929"	"Phosphenes"			"D010719"		"Phosphenes"			
"279930"	"Phosphines"			"D010720"		"Phosphines"			
"279931"	"Phosphinic Acids"			"D010721"		"Phosphinic Acids"			
"279932"	"3-Deoxy-7-Phosphoheptulonate Synthase"			"D010723"		"3-Deoxy-7-Phosphoheptulonate Synthase"			
"279933"	"Phosphoadenosine Phosphosulfate"			"D010724"		"Phosphoadenosine Phosphosulfate"			
"279934"	"Phosphocreatine"			"D010725"		"Phosphocreatine"			
"279935"	"Phosphodiesterase Inhibitors"			"D010726"		"Phosphodiesterase Inhibitors"			
"279936"	"Phosphoric Diester Hydrolases"			"D010727"		"Phosphoric Diester Hydrolases"			
"279937"	"Phosphoenolpyruvate"			"D010728"		"Phosphoenolpyruvate"			
"279938"	"Phosphoenolpyruvate Carboxykinase (GTP)"			"D010729"		"Phosphoenolpyruvate Carboxykinase (GTP)"			
"279939"	"Phosphoenolpyruvate Carboxylase"			"D010730"		"Phosphoenolpyruvate Carboxylase"			
"279940"	"Phosphoenolpyruvate Sugar Phosphotransferase System"			"D010731"		"Phosphoenolpyruvate Sugar Phosphotransferase System"			
"279941"	"Phosphofructokinase-1"			"D010732"		"Phosphofructokinase-1"			
"279942"	"Phosphoglucomutase"			"D010733"		"Phosphoglucomutase"			
"279943"	"Phosphogluconate Dehydrogenase"			"D010734"		"Phosphogluconate Dehydrogenase"			
"279944"	"Phosphoglycerate Kinase"			"D010735"		"Phosphoglycerate Kinase"			
"279945"	"Phosphoglycerate Mutase"			"D010736"		"Phosphoglycerate Mutase"			
"279946"	"Type C Phospholipases"			"D010738"		"Type C Phospholipases"			
"279947"	"Phospholipase D"			"D010739"		"Phospholipase D"			
"279948"	"Phospholipases"			"D010740"		"Phospholipases"			
"279949"	"Phospholipases A"			"D010741"		"Phospholipases A"			
"279950"	"Phospholipid Ethers"			"D010742"		"Phospholipid Ethers"			
"279951"	"Phospholipids"			"D010743"		"Phospholipids"			
"279952"	"Phosphoric Monoester Hydrolases"			"D010744"		"Phosphoric Monoester Hydrolases"			
"279953"	"Phosphonoacetic Acid"			"D010746"		"Phosphonoacetic Acid"			
"279954"	"Phosphopeptides"			"D010748"		"Phosphopeptides"			
"279955"	"Phosphoprotein Phosphatases"			"D010749"		"Phosphoprotein Phosphatases"			
"279956"	"Phosphoproteins"			"D010750"		"Phosphoproteins"			
"279957"	"Phosphopyruvate Hydratase"			"D010751"		"Phosphopyruvate Hydratase"			
"279958"	"Phosphoramide Mustards"			"D010752"		"Phosphoramide Mustards"			
"279959"	"Phosphoranes"			"D010753"		"Phosphoranes"			
"279960"	"Phosphoribosyl Pyrophosphate"			"D010754"		"Phosphoribosyl Pyrophosphate"			
"279961"	"Organophosphates"			"D010755"		"Organophosphates"			
"279962"	"Phosphoric Acids"			"D010756"		"Phosphoric Acids"			
"279963"	"Phosphorous Acids"			"D010757"		"Phosphorous Acids"			
"279964"	"Phosphorus"			"D010758"		"Phosphorus"			
"279965"	"Phosphorus Isotopes"			"D010759"		"Phosphorus Isotopes"			
"279966"	"Phosphorus Metabolism Disorders"			"D010760"		"Phosphorus Metabolism Disorders"			
"279967"	"Phosphorus Radioisotopes"			"D010761"		"Phosphorus Radioisotopes"			
"279968"	"Phosphorylase a"			"D010762"		"Phosphorylase a"			
"279969"	"Phosphorylase b"			"D010763"		"Phosphorylase b"			
"279970"	"Phosphorylase Kinase"			"D010764"		"Phosphorylase Kinase"			
"279971"	"Phosphorylase Phosphatase"			"D010765"		"Phosphorylase Phosphatase"			
"279972"	"Phosphorylation"			"D010766"		"Phosphorylation"			
"279973"	"Phosphorylcholine"			"D010767"		"Phosphorylcholine"			
"279974"	"Phosphoserine"			"D010768"		"Phosphoserine"			
"279975"	"Phosphothreonine"			"D010769"		"Phosphothreonine"			
"279976"	"Phosphotransferases"			"D010770"		"Phosphotransferases"			
"279977"	"Phosphotungstic Acid"			"D010772"		"Phosphotungstic Acid"			
"279978"	"Leptophos"			"D010773"		"Leptophos"			
"279979"	"Phosvitin"			"D010774"		"Phosvitin"			
"279980"	"Photic Stimulation"			"D010775"		"Photic Stimulation"			
"279981"	"Photobacterium"			"D010776"		"Photobacterium"			
"279982"	"Photochemistry"			"D010777"		"Photochemistry"			
"279983"	"Photochemotherapy"			"D010778"		"Photochemotherapy"			
"279984"	"Photofluorography"			"D010779"		"Photofluorography"			
"279985"	"Photogrammetry"			"D010780"		"Photogrammetry"			
"279986"	"Photography"			"D010781"		"Photography"			
"279987"	"Photolysis"			"D010782"		"Photolysis"			
"279988"	"Photometry"			"D010783"		"Photometry"			
"279989"	"Photomicrography"			"D010784"		"Photomicrography"			
"279990"	"Photophosphorylation"			"D010785"		"Photophosphorylation"			
"279991"	"Photoreceptor Cells"			"D010786"		"Photoreceptor Cells"			
"279992"	"Photosensitivity Disorders"			"D010787"		"Photosensitivity Disorders"			
"279993"	"Photosynthesis"			"D010788"		"Photosynthesis"			
"279994"	"Phototherapy"			"D010789"		"Phototherapy"			
"279995"	"Phrenic Nerve"			"D010791"		"Phrenic Nerve"			
"279996"	"Phrenology"			"D010792"		"Phrenology"			
"279997"	"Phthalazines"			"D010793"		"Phthalazines"			
"279998"	"Phthalic Acids"			"D010795"		"Phthalic Acids"			
"279999"	"Phthalic Anhydrides"			"D010796"		"Phthalic Anhydrides"			
"280000"	"Phthalimides"			"D010797"		"Phthalimides"			
"280001"	"Phycocyanin"			"D010798"		"Phycocyanin"			
"280002"	"Phycoerythrin"			"D010799"		"Phycoerythrin"			
"280003"	"Phycomyces"			"D010800"		"Phycomyces"			
"280004"	"Phylogeny"			"D010802"		"Phylogeny"			
"280005"	"Physalaemin"			"D010803"		"Physalaemin"			
"280006"	"Physarum"			"D010804"		"Physarum"			
"280007"	"Physical Conditioning, Animal"			"D010805"		"Physical Conditioning, Animal"			
"280008"	"Physical Education and Training"			"D010806"		"Physical Education and Training"			
"280009"	"Physical Endurance"			"D010807"		"Physical Endurance"			
"280010"	"Physical Examination"			"D010808"		"Physical Examination"			
"280011"	"Physical Fitness"			"D010809"		"Physical Fitness"			
"280012"	"Physical and Rehabilitation Medicine"			"D010810"		"Physical and Rehabilitation Medicine"			
"280013"	"Natural Science Disciplines"			"D010811"		"Natural Science Disciplines"			
"280014"	"Physical Stimulation"			"D010812"		"Physical Stimulation"			
"280015"	"Physical Therapy Department, Hospital"			"D010814"		"Physical Therapy Department, Hospital"			
"280016"	"Physician Impairment"			"D010815"		"Physician Impairment"			
"280017"	"Physician Incentive Plans"			"D010816"		"Physician Incentive Plans"			
"280018"	"Physician-Patient Relations"			"D010817"		"Physician-Patient Relations"			
"280019"	"Practice Patterns, Physicians'"			"D010818"		"Practice Patterns, Physicians'"			
"280020"	"Physician's Role"			"D010819"		"Physician's Role"			
"280021"	"Physicians"			"D010820"		"Physicians"			
"280022"	"Physicians, Family"			"D010821"		"Physicians, Family"			
"280023"	"Physicians, Women"			"D010822"		"Physicians, Women"			
"280024"	"Physician Assistants"			"D010823"		"Physician Assistants"			
"280025"	"Physicians' Offices"			"D010824"		"Physicians' Offices"			
"280026"	"Physics"			"D010825"		"Physics"			
"280027"	"Physiognomy"			"D010826"		"Physiognomy"			
"280028"	"Physiology"			"D010827"		"Physiology"			
"280029"	"Physiology, Comparative"			"D010828"		"Physiology, Comparative"			
"280030"	"Physiological Phenomena"			"D010829"		"Physiological Phenomena"			
"280031"	"Physostigmine"			"D010830"		"Physostigmine"			
"280032"	"Phytanic Acid"			"D010831"		"Phytanic Acid"			
"280033"	"6-Phytase"			"D010832"		"6-Phytase"			
"280034"	"Phytic Acid"			"D010833"		"Phytic Acid"			
"280035"	"Phytochrome"			"D010834"		"Phytochrome"			
"280036"	"Phytohemagglutinins"			"D010835"		"Phytohemagglutinins"			
"280037"	"Phytol"			"D010836"		"Phytol"			
"280038"	"Vitamin K 1"			"D010837"		"Vitamin K 1"			
"280039"	"Phytophthora"			"D010838"		"Phytophthora"			
"280040"	"Phytoplankton"			"D010839"		"Phytoplankton"			
"280041"	"Phytosterols"			"D010840"		"Phytosterols"			
"280042"	"Pia Mater"			"D010841"		"Pia Mater"			
"280043"	"Pica"			"D010842"		"Pica"			
"280044"	"Pichia"			"D010843"		"Pichia"			
"280045"	"Picibanil"			"D010844"		"Picibanil"			
"280046"	"Obesity Hypoventilation Syndrome"			"D010845"		"Obesity Hypoventilation Syndrome"			
"280047"	"Picloram"			"D010846"		"Picloram"			
"280048"	"Picolines"			"D010847"		"Picolines"			
"280049"	"Picolinic Acids"			"D010848"		"Picolinic Acids"			
"280050"	"Picornaviridae"			"D010849"		"Picornaviridae"			
"280051"	"Picornaviridae Infections"			"D010850"		"Picornaviridae Infections"			
"280052"	"Picrates"			"D010851"		"Picrates"			
"280053"	"Picrotoxin"			"D010852"		"Picrotoxin"			
"280054"	"Picryl Chloride"			"D010853"		"Picryl Chloride"			
"280055"	"Piedra"			"D010854"		"Piedra"			
"280056"	"Pierre Robin Syndrome"			"D010855"		"Pierre Robin Syndrome"			
"280057"	"Columbidae"			"D010856"		"Columbidae"			
"280058"	"Pigment Epithelium of Eye"			"D010857"		"Pigment Epithelium of Eye"			
"280059"	"Pigmentation"			"D010858"		"Pigmentation"			
"280060"	"Pigmentation Disorders"			"D010859"		"Pigmentation Disorders"			
"280061"	"Pigments, Biological"			"D010860"		"Pigments, Biological"			
"280062"	"Fimbriae, Bacterial"			"D010861"		"Fimbriae, Bacterial"			
"280063"	"Pilocarpine"			"D010862"		"Pilocarpine"			
"280064"	"Piloerection"			"D010863"		"Piloerection"			
"280065"	"Pilonidal Sinus"			"D010864"		"Pilonidal Sinus"			
"280066"	"Pilot Projects"			"D010865"		"Pilot Projects"			
"280067"	"Natamycin"			"D010866"		"Natamycin"			
"280068"	"Pimelic Acids"			"D010867"		"Pimelic Acids"			
"280069"	"Pimozide"			"D010868"		"Pimozide"			
"280070"	"Pindolol"			"D010869"		"Pindolol"			
"280071"	"Pineal Gland"			"D010870"		"Pineal Gland"			
"280072"	"Pinealoma"			"D010871"		"Pinealoma"			
"280073"	"Pinnipedia"			"D010872"		"Pinnipedia"			
"280074"	"Pinocytosis"			"D010873"		"Pinocytosis"			
"280075"	"Pinta"			"D010874"		"Pinta"			
"280076"	"Pipecolic Acids"			"D010875"		"Pipecolic Acids"			
"280077"	"Pipemidic Acid"			"D010876"		"Pipemidic Acid"			
"280078"	"Piperacillin"			"D010878"		"Piperacillin"			
"280079"	"Piperazines"			"D010879"		"Piperazines"			
"280080"	"Piperidines"			"D010880"		"Piperidines"			
"280081"	"Piperidones"			"D010881"		"Piperidones"			
"280082"	"Piperonyl Butoxide"			"D010882"		"Piperonyl Butoxide"			
"280083"	"Piperoxan"			"D010883"		"Piperoxan"			
"280084"	"Pipidae"			"D010884"		"Pipidae"			
"280085"	"Pipobroman"			"D010885"		"Pipobroman"			
"280086"	"Piracetam"			"D010889"		"Piracetam"			
"280087"	"Pirenzepine"			"D010890"		"Pirenzepine"			
"280088"	"Piribedil"			"D010891"		"Piribedil"			
"280089"	"Pirinitramide"			"D010892"		"Pirinitramide"			
"280090"	"Piromidic Acid"			"D010893"		"Piromidic Acid"			
"280091"	"Piroxicam"			"D010894"		"Piroxicam"			
"280092"	"Pit and Fissure Sealants"			"D010895"		"Pit and Fissure Sealants"			
"280093"	"Pitcairn Island"			"D010896"		"Pitcairn Island"			
"280094"	"Pitch Discrimination"			"D010897"		"Pitch Discrimination"			
"280095"	"Pitch Perception"			"D010898"		"Pitch Perception"			
"280096"	"Pituitary Apoplexy"			"D010899"		"Pituitary Apoplexy"			
"280097"	"Pituitary Diseases"			"D010900"		"Pituitary Diseases"			
"280098"	"Pituitary Function Tests"			"D010901"		"Pituitary Function Tests"			
"280099"	"Pituitary Gland"			"D010902"		"Pituitary Gland"			
"280100"	"Pituitary Gland, Anterior"			"D010903"		"Pituitary Gland, Anterior"			
"280101"	"Pituitary Gland, Posterior"			"D010904"		"Pituitary Gland, Posterior"			
"280102"	"Pituitary Hormone Release Inhibiting Hormones"			"D010905"		"Pituitary Hormone Release Inhibiting Hormones"			
"280103"	"Pituitary Hormone-Releasing Hormones"			"D010906"		"Pituitary Hormone-Releasing Hormones"			
"280104"	"Pituitary Hormones"			"D010907"		"Pituitary Hormones"			
"280105"	"Pituitary Hormones, Anterior"			"D010908"		"Pituitary Hormones, Anterior"			
"280106"	"Pituitary Hormones, Posterior"			"D010909"		"Pituitary Hormones, Posterior"			
"280107"	"Pituitary Irradiation"			"D010910"		"Pituitary Irradiation"			
"280108"	"Pituitary Neoplasms"			"D010911"		"Pituitary Neoplasms"			
"280109"	"Pituitary-Adrenal Function Tests"			"D010912"		"Pituitary-Adrenal Function Tests"			
"280110"	"Pituitary-Adrenal System"			"D010913"		"Pituitary-Adrenal System"			
"280111"	"Pityriasis"			"D010915"		"Pityriasis"			
"280112"	"Pityriasis Rubra Pilaris"			"D010916"		"Pityriasis Rubra Pilaris"			
"280113"	"Pivampicillin"			"D010917"		"Pivampicillin"			
"280114"	"Pizotyline"			"D010918"		"Pizotyline"			
"280115"	"Placebos"			"D010919"		"Placebos"			
"280116"	"Placenta"			"D010920"		"Placenta"			
"280117"	"Placenta Accreta"			"D010921"		"Placenta Accreta"			
"280118"	"Placenta Diseases"			"D010922"		"Placenta Diseases"			
"280119"	"Placenta Previa"			"D010923"		"Placenta Previa"			
"280120"	"Placental Extracts"			"D010924"		"Placental Extracts"			
"280121"	"Placental Function Tests"			"D010925"		"Placental Function Tests"			
"280122"	"Placental Hormones"			"D010926"		"Placental Hormones"			
"280123"	"Placental Insufficiency"			"D010927"		"Placental Insufficiency"			
"280124"	"Placental Lactogen"			"D010928"		"Placental Lactogen"			
"280125"	"Placentation"			"D010929"		"Placentation"			
"280126"	"Plague"			"D010930"		"Plague"			
"280127"	"Plague Vaccine"			"D010931"		"Plague Vaccine"			
"280128"	"Planarians"			"D010932"		"Planarians"			
"280129"	"Plankton"			"D010933"		"Plankton"			
"280130"	"Planning Techniques"			"D010934"		"Planning Techniques"			
"280131"	"Plant Diseases"			"D010935"		"Plant Diseases"			
"280132"	"Plant Extracts"			"D010936"		"Plant Extracts"			
"280133"	"Plant Growth Regulators"			"D010937"		"Plant Growth Regulators"			
"280134"	"Plant Oils"			"D010938"		"Plant Oils"			
"280135"	"Plant Poisoning"			"D010939"		"Plant Poisoning"			
"280136"	"Plant Proteins"			"D010940"		"Plant Proteins"			
"280137"	"Plant Tumors"			"D010941"		"Plant Tumors"			
"280138"	"Plant Viruses"			"D010942"		"Plant Viruses"			
"280139"	"Plantago"			"D010943"		"Plantago"			
"280140"	"Plants"			"D010944"		"Plants"			
"280141"	"Plants, Edible"			"D010945"		"Plants, Edible"			
"280142"	"Plants, Toxic"			"D010947"		"Plants, Toxic"			
"280143"	"Viral Plaque Assay"			"D010948"		"Viral Plaque Assay"			
"280144"	"Plasma"			"D010949"		"Plasma"			
"280145"	"Plasma Cells"			"D010950"		"Plasma Cells"			
"280146"	"Plasma Exchange"			"D010951"		"Plasma Exchange"			
"280147"	"Plasma Substitutes"			"D010952"		"Plasma Substitutes"			
"280148"	"Plasma Volume"			"D010953"		"Plasma Volume"			
"280149"	"Plasmacytoma"			"D010954"		"Plasmacytoma"			
"280150"	"Plasmalogens"			"D010955"		"Plasmalogens"			
"280151"	"Plasmapheresis"			"D010956"		"Plasmapheresis"			
"280152"	"Plasmids"			"D010957"		"Plasmids"			
"280153"	"Plasminogen"			"D010958"		"Plasminogen"			
"280154"	"Tissue Plasminogen Activator"			"D010959"		"Tissue Plasminogen Activator"			
"280155"	"Plasminogen Activators"			"D010960"		"Plasminogen Activators"			
"280156"	"Plasmodium"			"D010961"		"Plasmodium"			
"280157"	"Plasmodium berghei"			"D010962"		"Plasmodium berghei"			
"280158"	"Plasmodium falciparum"			"D010963"		"Plasmodium falciparum"			
"280159"	"Plasmodium gallinaceum"			"D010964"		"Plasmodium gallinaceum"			
"280160"	"Plasmodium malariae"			"D010965"		"Plasmodium malariae"			
"280161"	"Plasmodium vivax"			"D010966"		"Plasmodium vivax"			
"280162"	"Plasmodium yoelii"			"D010967"		"Plasmodium yoelii"			
"280163"	"Plasticizers"			"D010968"		"Plasticizers"			
"280164"	"Plastics"			"D010969"		"Plastics"			
"280165"	"Plastocyanin"			"D010970"		"Plastocyanin"			
"280166"	"Plastoquinone"			"D010971"		"Plastoquinone"			
"280167"	"Platelet Activating Factor"			"D010972"		"Platelet Activating Factor"			
"280168"	"Platelet Adhesiveness"			"D010973"		"Platelet Adhesiveness"			
"280169"	"Platelet Aggregation"			"D010974"		"Platelet Aggregation"			
"280170"	"Platelet Aggregation Inhibitors"			"D010975"		"Platelet Aggregation Inhibitors"			
"280171"	"Platelet Count"			"D010976"		"Platelet Count"			
"280172"	"Platelet Factor 3"			"D010977"		"Platelet Factor 3"			
"280173"	"Platelet Factor 4"			"D010978"		"Platelet Factor 4"			
"280174"	"Platelet Function Tests"			"D010979"		"Platelet Function Tests"			
"280175"	"Platelet Membrane Glycoproteins"			"D010980"		"Platelet Membrane Glycoproteins"			
"280176"	"Platelet Storage Pool Deficiency"			"D010981"		"Platelet Storage Pool Deficiency"			
"280177"	"Platelet-Derived Growth Factor"			"D010982"		"Platelet-Derived Growth Factor"			
"280178"	"Plateletpheresis"			"D010983"		"Plateletpheresis"			
"280179"	"Platinum"			"D010984"		"Platinum"			
"280180"	"Platybasia"			"D010985"		"Platybasia"			
"280181"	"Platyhelminths"			"D010986"		"Platyhelminths"			
"280182"	"Platypus"			"D010987"		"Platypus"			
"280183"	"Play and Playthings"			"D010988"		"Play and Playthings"			
"280184"	"Play Therapy"			"D010989"		"Play Therapy"			
"280185"	"Pleasure-Pain Principle"			"D010990"		"Pleasure-Pain Principle"			
"280186"	"Plethysmography"			"D010991"		"Plethysmography"			
"280187"	"Plethysmography, Impedance"			"D010992"		"Plethysmography, Impedance"			
"280188"	"Plethysmography, Whole Body"			"D010993"		"Plethysmography, Whole Body"			
"280189"	"Pleura"			"D010994"		"Pleura"			
"280190"	"Pleural Diseases"			"D010995"		"Pleural Diseases"			
